15.512954 1:0.529997 2:0.359809 3:0.258000 4:0.056763 5:0.083074 6:0.208826 7:0.251000 8:0.042990 9:0.091888 10:0.188866 11:0.244000 12:-0.012828 13:0.141369 14:0.112612 15:0.245000 16:-0.014881 17:0.142969 18:0.109851 19:0.671995 20:0.496966 21:0.311999 22:0.008675 23:0.258789 24:0.281289 25:0.305999 26:-0.007528 27:0.272066 28:0.252505 29:0.302999 30:-0.044931 31:0.306246 32:0.192215 33:0.303999 34:-0.047449 35:0.304530 36:0.185563 37:0.018470 38:4.945538 39:0.325247 40:-0.245835 41:0.504753 42:0.233333 
16.429123 1:0.461997 2:0.332847 3:0.235000 4:0.042085 5:0.092214 6:0.195179 7:0.227000 8:0.039930 9:0.085539 10:0.183827 11:0.224000 12:-0.021842 13:0.154135 14:0.100423 15:0.224000 16:-0.026196 17:0.160792 18:0.096222 19:0.574996 20:0.453914 21:0.283000 22:-0.007209 23:0.274894 24:0.254723 25:0.271000 26:-0.014424 27:0.252819 28:0.213406 29:0.270000 30:-0.042201 31:0.282699 32:0.169533 33:0.271000 34:-0.046742 35:0.292148 36:0.166563 37:0.019339 38:4.176807 39:0.433932 40:0.097006 41:0.684375 42:0.155556 
47.907799 1:0.236000 2:0.054664 3:0.200000 4:0.021740 5:0.000691 6:0.012758 7:0.200000 8:0.022991 9:0.000623 10:0.013596 11:0.200000 12:0.017368 13:0.000734 14:0.009279 15:0.200000 16:0.017112 17:0.000743 18:0.009116 19:0.288000 20:0.115656 21:0.200000 22:0.027090 23:0.007457 24:0.037768 25:0.200000 26:0.029978 27:0.007296 28:0.041991 29:0.200000 30:0.013884 31:0.010236 32:0.024497 33:0.200000 34:0.011516 35:0.011433 36:0.023357 37:0.012982 38:4.189494 39:0.385299 40:-0.158074 41:0.522163 42:0.077778 
58.419392 1:0.214000 2:0.034809 3:0.200000 4:0.012700 5:0.000617 6:0.005695 7:0.200000 8:0.014003 9:0.000520 10:0.006182 11:0.200000 12:0.010629 13:0.000557 14:0.004351 15:0.200000 16:0.010421 17:0.000563 18:0.004259 19:0.248000 20:0.072116 21:0.200000 22:0.021861 23:0.002703 24:0.019359 25:0.200000 26:0.022518 27:0.002878 28:0.020565 29:0.200000 30:0.013533 31:0.003759 32:0.013283 33:0.200000 34:0.012108 35:0.004285 36:0.012933 37:0.013191 38:4.251325 39:0.377835 40:-0.141438 41:0.489942 42:0.077778 
7.234500 1:0.332999 2:0.161742 3:0.200000 4:0.019176 5:0.022936 6:0.051930 7:0.200000 8:0.021377 9:0.023512 10:0.056904 11:0.200000 12:0.000402 13:0.035933 14:0.036542 15:0.200000 16:-0.005066 17:0.039180 18:0.031593 19:0.363999 20:0.203931 21:0.200000 22:0.000986 23:0.061704 24:0.063671 25:0.200000 26:0.010983 27:0.060154 28:0.083547 29:0.200000 30:-0.003110 31:0.065660 32:0.059461 33:0.200000 34:-0.013789 35:0.077371 36:0.049814 37:0.014631 38:4.185943 39:0.432965 40:-0.125384 41:0.514117 42:0.077778 
20.695026 1:0.282000 2:0.104674 3:0.200000 4:0.030447 5:0.003218 6:0.031717 7:0.200000 8:0.030193 9:0.003353 10:0.031777 11:0.200000 12:0.015551 13:0.005397 14:0.018347 15:0.200000 16:0.013092 17:0.006085 18:0.016951 19:0.340999 20:0.171041 21:0.200000 22:0.015183 23:0.032008 24:0.057326 25:0.200000 26:0.013342 27:0.039988 28:0.064086 29:0.200000 30:0.001633 31:0.044688 32:0.047483 33:0.200000 34:-0.007438 35:0.052413 36:0.039716 37:0.013945 38:4.653989 39:0.343902 40:-0.045806 41:0.458384 42:0.122222 
3.391634 1:0.323999 2:0.150935 3:0.200000 4:0.022370 5:0.016612 6:0.047549 7:0.200000 8:0.021882 9:0.020117 10:0.052467 11:0.200000 12:0.001296 13:0.029291 14:0.031085 15:0.200000 16:-0.001030 17:0.029821 18:0.028420 19:0.363999 20:0.201298 21:0.200000 22:0.004914 23:0.054797 24:0.064352 25:0.200000 26:0.011179 27:0.057784 28:0.081192 29:0.200000 30:-0.002002 31:0.062451 32:0.058527 33:0.200000 34:-0.012849 35:0.074022 36:0.048777 37:0.013739 38:4.185424 39:0.409501 40:-0.144752 41:0.523071 42:0.077778 
84.353989 1:0.200000 2:0.041087 3:0.200000 4:-0.004516 5:0.013825 6:0.009916 7:0.200000 8:-0.001344 9:0.012825 10:0.011640 11:0.200000 12:-0.014308 13:0.016370 14:0.005029 15:0.200000 16:-0.015929 17:0.016763 18:0.004353 19:0.216000 20:0.063793 21:0.200000 22:-0.006343 23:0.022798 24:0.015802 25:0.200000 26:-0.007446 27:0.022345 28:0.014352 29:0.200000 30:-0.009721 31:0.021009 32:0.011277 33:0.200000 34:-0.010521 35:0.021039 36:0.010632 37:0.014485 38:4.940900 39:0.268921 40:-0.256736 41:0.522440 42:0.250000 
99.040909 1:0.217000 2:0.129017 3:0.200000 4:-0.002210 5:0.061701 6:0.057402 7:0.200000 8:-0.001518 9:0.060897 10:0.057948 11:0.200000 12:-0.028135 13:0.068736 14:0.022508 15:0.200000 16:-0.029410 17:0.069769 18:0.021582 19:0.203000 20:0.122967 21:0.200000 22:-0.017045 23:0.086863 24:0.051430 25:0.200000 26:-0.026506 27:0.083742 28:0.033755 29:0.200000 30:-0.029662 31:0.083752 32:0.029297 33:0.200000 34:-0.031517 35:0.085810 36:0.027990 37:0.009847 38:1.836640 39:0.110995 40:0.018040 41:0.786966 42:0.022222 
57.117062 1:0.330999 2:0.144395 3:0.200000 4:0.053740 5:0.000571 6:0.056700 7:0.200000 8:0.050272 9:0.000920 10:0.053233 11:0.200000 12:0.039706 13:0.001363 14:0.038097 15:0.200000 16:0.039477 17:0.001398 18:0.037925 19:0.524997 20:0.321347 21:0.263000 22:0.084573 23:0.028448 24:0.172480 25:0.253000 26:0.076900 27:0.038353 28:0.184095 29:0.246000 30:0.033209 31:0.053007 32:0.111522 33:0.246000 34:0.032020 35:0.053751 36:0.110121 37:0.012697 38:4.946473 39:0.172678 40:0.140091 41:0.738733 42:0.466667 
13.315534 1:0.538996 2:0.363616 3:0.261000 4:0.061939 5:0.078307 6:0.213300 7:0.254000 8:0.047653 9:0.087869 10:0.193923 11:0.248000 12:-0.013660 13:0.140952 14:0.110980 15:0.248000 16:-0.015241 17:0.141829 18:0.108509 19:0.677995 20:0.500736 21:0.312999 22:0.013503 23:0.251660 24:0.286518 25:0.306999 26:-0.005826 27:0.270236 28:0.255127 29:0.305999 30:-0.045092 31:0.307301 32:0.193541 33:0.305999 34:-0.048522 35:0.307668 36:0.186246 37:0.018408 38:4.941026 39:0.327742 40:-0.245769 41:0.501081 42:0.227778 
14.480617 1:0.540996 2:0.367848 3:0.262000 4:0.063258 5:0.079591 6:0.218369 7:0.256000 8:0.047643 9:0.091052 10:0.197587 11:0.249000 12:-0.014256 13:0.144946 14:0.113407 15:0.249000 16:-0.016161 17:0.146271 18:0.110638 19:0.678995 20:0.506299 21:0.312999 22:0.011625 23:0.257990 24:0.288226 25:0.307999 26:-0.007836 27:0.279280 28:0.258772 29:0.305999 30:-0.046291 31:0.314126 32:0.196260 33:0.306999 34:-0.048595 35:0.312803 36:0.190381 37:0.018478 38:4.942725 39:0.328323 40:-0.246528 41:0.500157 42:0.227778 
84.844055 1:0.210000 2:0.043142 3:0.200000 4:0.021007 5:0.000113 6:0.008909 7:0.200000 8:0.022216 9:0.000101 10:0.009724 11:0.200000 12:0.018512 13:0.000119 14:0.007171 15:0.200000 16:0.018490 17:0.000121 18:0.007170 19:0.294000 20:0.117950 21:0.200000 22:0.046383 23:0.000244 24:0.040204 25:0.200000 26:0.048378 27:0.000248 28:0.043514 29:0.200000 30:0.037453 31:0.000548 32:0.029827 33:0.200000 34:0.037288 35:0.000589 36:0.029897 37:0.017969 38:4.694818 39:0.408468 40:0.206562 41:0.451001 42:0.133333 
102.670471 1:0.652995 2:0.514095 3:0.296999 4:0.016166 5:0.246157 6:0.289693 7:0.303999 8:0.055087 9:0.213232 10:0.362803 11:0.302999 12:-0.078591 13:0.327445 14:0.137736 15:0.303999 16:-0.085166 17:0.335949 18:0.131262 19:0.665995 20:0.572694 21:0.305999 22:-0.069825 23:0.387095 24:0.198024 25:0.302999 26:-0.019468 27:0.350437 28:0.293941 29:0.305999 30:-0.068235 31:0.365426 32:0.186078 33:0.307999 34:-0.067644 35:0.364752 36:0.187710 37:0.023654 38:5.031391 39:0.306380 40:0.137482 41:0.801733 42:0.561111 
49.219868 1:0.529997 2:0.381913 3:0.247000 4:0.028168 5:0.120799 6:0.189363 7:0.254000 8:0.054175 9:0.100995 10:0.231783 11:0.245000 12:-0.015148 13:0.140413 14:0.107062 15:0.245000 16:-0.016725 17:0.142378 18:0.105540 19:0.695994 20:0.516014 21:0.311999 22:-0.007862 23:0.265404 24:0.245569 25:0.316999 26:0.033226 27:0.230314 28:0.315580 29:0.311999 30:-0.034948 31:0.295775 32:0.208498 33:0.311999 34:-0.043050 35:0.305496 36:0.198254 37:0.019817 38:4.973383 39:0.318271 40:0.117868 41:0.595688 42:0.338889 
11.099089 1:0.537996 2:0.362005 3:0.253000 4:0.040129 5:0.092920 6:0.181929 7:0.259000 8:0.066325 9:0.072695 10:0.217183 11:0.248000 12:-0.012756 13:0.139215 14:0.111299 15:0.248000 16:-0.020779 17:0.147584 18:0.102287 19:0.671995 20:0.494532 21:0.303999 22:-0.018945 23:0.274128 24:0.225845 25:0.306999 26:0.017769 27:0.243159 28:0.289522 29:0.303999 30:-0.039943 31:0.294149 32:0.193984 33:0.305999 34:-0.051597 35:0.305883 36:0.178209 37:0.018804 38:4.819498 39:0.393663 40:0.187560 41:0.439743 42:0.150000 
16.083408 1:0.541996 2:0.366928 3:0.255000 4:0.041677 5:0.094670 6:0.187548 7:0.261000 8:0.067065 9:0.074619 10:0.221125 11:0.250000 12:-0.013705 13:0.144073 14:0.113898 15:0.250000 16:-0.021463 17:0.152197 18:0.105119 19:0.672995 20:0.500236 21:0.304999 22:-0.022334 23:0.283940 24:0.226608 25:0.307999 26:0.014784 27:0.252872 28:0.291783 29:0.304999 30:-0.041382 31:0.301691 32:0.197110 33:0.305999 34:-0.053294 35:0.313919 36:0.180675 37:0.018679 38:4.816967 39:0.389828 40:0.186462 41:0.440909 42:0.150000 
49.804951 1:0.252000 2:0.148407 3:0.200000 4:0.031093 5:0.011642 6:0.053747 7:0.200000 8:0.024288 9:0.013519 10:0.045404 11:0.200000 12:0.004612 13:0.017765 14:0.023004 15:0.200000 16:0.003457 17:0.018423 18:0.022354 19:0.292000 20:0.217878 21:0.200000 22:-0.004692 23:0.091530 24:0.080563 25:0.200000 26:-0.017035 27:0.103216 28:0.064197 29:0.200000 30:-0.027158 31:0.111622 32:0.051006 33:0.200000 34:-0.029900 35:0.114447 36:0.048012 37:0.009577 38:3.779220 39:0.185459 40:0.061880 41:0.520485 42:0.044444 
76.035568 1:0.245000 2:0.160554 3:0.200000 4:0.026395 5:0.019105 6:0.059260 7:0.200000 8:0.016518 9:0.025478 10:0.050831 11:0.200000 12:-0.005143 13:0.032341 14:0.025388 15:0.200000 16:-0.005814 17:0.032483 18:0.024667 19:0.297999 20:0.262237 21:0.200000 22:-0.004604 23:0.127661 24:0.114883 25:0.200000 26:-0.017946 27:0.137059 28:0.089210 29:0.200000 30:-0.036982 31:0.148141 32:0.056395 33:0.200000 34:-0.042804 35:0.155683 36:0.050152 37:0.009601 38:3.033181 39:0.220578 40:-0.029785 41:0.347402 42:0.011111 
95.957787 1:0.200000 2:0.067021 3:0.200000 4:0.016610 5:0.002731 6:0.014034 7:0.200000 8:0.015148 9:0.002645 10:0.012502 11:0.200000 12:0.007300 13:0.003991 14:0.008514 15:0.200000 16:0.007105 17:0.003988 18:0.008367 19:0.235000 20:0.139176 21:0.200000 22:0.020539 23:0.019460 24:0.049004 25:0.200000 26:0.016808 27:0.019988 28:0.043420 29:0.200000 30:-0.002041 31:0.027229 32:0.024610 33:0.200000 34:-0.003504 35:0.028459 36:0.023941 37:0.008585 38:4.354866 39:0.221891 40:-0.009758 41:0.282031 42:0.038889 
9.426468 1:0.237000 2:0.187687 3:0.200000 4:0.012380 5:0.037818 6:0.059447 7:0.200000 8:0.000820 9:0.049708 10:0.051175 11:0.200000 12:-0.024307 13:0.069167 14:0.027591 15:0.200000 16:-0.025770 17:0.070318 18:0.026392 19:0.258000 20:0.234556 21:0.200000 22:-0.022230 23:0.129179 24:0.073335 25:0.200000 26:-0.030449 27:0.135386 28:0.060800 29:0.200000 30:-0.042311 31:0.151634 32:0.048729 33:0.200000 34:-0.044410 35:0.153685 36:0.046228 37:0.009639 38:2.835968 39:0.212609 40:-0.029065 41:0.393840 42:0.011111 
14.523195 1:0.245000 2:0.217829 3:0.200000 4:-0.004634 5:0.078018 6:0.068040 7:0.200000 8:-0.008960 9:0.080805 10:0.061777 11:0.200000 12:-0.039749 13:0.122935 14:0.036932 15:0.200000 16:-0.042191 17:0.125737 18:0.034751 19:0.258000 20:0.242812 21:0.200000 22:-0.031316 23:0.155888 24:0.072899 25:0.200000 26:-0.038653 27:0.160181 28:0.060591 29:0.200000 30:-0.043761 31:0.164011 32:0.053153 33:0.200000 34:-0.045916 35:0.166034 36:0.050377 37:0.009638 38:2.834431 39:0.212971 40:-0.028792 41:0.393448 42:0.011111 
75.735466 1:0.220000 2:0.041658 3:0.200000 4:0.016932 5:0.000358 6:0.007468 7:0.200000 8:0.017133 9:0.000350 10:0.007571 11:0.200000 12:0.014564 13:0.000361 14:0.005938 15:0.200000 16:0.014409 17:0.000381 18:0.005924 19:0.296999 20:0.111640 21:0.200000 22:0.041657 23:0.000606 24:0.036351 25:0.200000 26:0.040993 27:0.000798 28:0.036730 29:0.200000 30:0.032859 31:0.000922 32:0.026032 33:0.200000 34:0.032864 35:0.000938 36:0.026121 37:0.020353 38:4.218536 39:0.474715 40:-0.148124 41:0.638747 42:0.144444 
73.802841 1:0.219000 2:0.040909 3:0.200000 4:0.015960 5:0.000443 6:0.007167 7:0.200000 8:0.016471 9:0.000384 10:0.007268 11:0.200000 12:0.014245 13:0.000379 14:0.005813 15:0.200000 16:0.014292 17:0.000370 18:0.005806 19:0.295999 20:0.110356 21:0.200000 22:0.041067 23:0.000634 24:0.035671 25:0.200000 26:0.041683 27:0.000527 28:0.035762 29:0.200000 30:0.033067 31:0.000785 32:0.025544 33:0.200000 34:0.033003 35:0.000816 36:0.025637 37:0.017797 38:4.088146 39:0.413873 40:-0.126710 41:0.707254 42:0.150000 
20.510662 1:0.461997 2:0.304937 3:0.221000 4:0.026917 5:0.079571 6:0.142025 7:0.225000 8:0.038709 9:0.069099 10:0.157082 11:0.216000 12:-0.013249 13:0.115860 14:0.085519 15:0.216000 16:-0.011937 17:0.114733 18:0.087335 19:0.570996 20:0.422090 21:0.263000 22:-0.006195 23:0.200852 24:0.184985 25:0.266000 26:0.004985 27:0.196032 28:0.208969 29:0.262000 30:-0.021032 31:0.212449 32:0.159484 33:0.262000 34:-0.018885 35:0.210865 36:0.163148 37:0.014328 38:4.270795 39:0.355490 40:0.036825 41:0.582286 42:0.133333 
10.139031 1:0.464997 2:0.307046 3:0.222000 4:0.028707 5:0.078001 6:0.144272 7:0.226000 8:0.037301 9:0.071618 10:0.156478 11:0.217000 12:-0.013132 13:0.116819 14:0.086747 15:0.217000 16:-0.012409 17:0.117137 18:0.088564 19:0.574996 20:0.426164 21:0.264000 22:-0.006828 23:0.203676 24:0.186163 25:0.267000 26:0.003154 27:0.201162 28:0.209374 29:0.264000 30:-0.021298 31:0.216058 32:0.162361 33:0.263000 34:-0.018000 35:0.213278 36:0.167549 37:0.017222 38:4.184648 39:0.415189 40:-0.184880 41:0.624795 42:0.138889 
87.909721 1:0.202000 2:0.021197 3:0.200000 4:0.003800 5:0.000423 6:0.001275 7:0.200000 8:0.004213 9:0.000396 10:0.001346 11:0.200000 12:0.003674 13:0.000378 14:0.001162 15:0.200000 16:0.003674 17:0.000371 18:0.001149 19:0.210000 20:0.038984 21:0.200000 22:0.016909 23:0.000252 24:0.006933 25:0.200000 26:0.017536 27:0.000191 28:0.007009 29:0.200000 30:0.014903 31:0.000215 32:0.005485 33:0.200000 34:0.014688 35:0.000225 36:0.005409 37:0.019652 38:4.135748 39:0.484321 40:-0.153954 41:0.671004 42:0.138889 
59.220409 1:0.330999 2:0.154948 3:0.200000 4:0.047424 5:0.003954 6:0.063461 7:0.200000 8:0.041214 9:0.005157 10:0.055741 11:0.200000 12:0.024985 13:0.006889 14:0.033340 15:0.200000 16:0.022329 17:0.008508 18:0.032849 19:0.505997 20:0.303389 21:0.242000 22:0.040713 23:0.061975 24:0.143148 25:0.241000 26:0.021323 27:0.102077 28:0.150210 29:0.231000 30:-0.005577 31:0.091675 32:0.080723 33:0.232000 34:-0.004293 35:0.093110 36:0.084590 37:0.014767 38:4.771194 39:0.313605 40:-0.289862 41:0.438499 42:0.150000 
73.461845 1:0.223000 2:0.050845 3:0.200000 4:0.021650 5:0.000255 6:0.010457 7:0.200000 8:0.022592 9:0.000221 10:0.011009 11:0.200000 12:0.018630 13:0.000246 14:0.008092 15:0.200000 16:0.018671 17:0.000251 18:0.008149 19:0.322999 20:0.130817 21:0.200000 22:0.045785 23:0.000643 24:0.043210 25:0.200000 26:0.046452 27:0.000743 28:0.045125 29:0.200000 30:0.035643 31:0.001131 32:0.030875 33:0.200000 34:0.035686 35:0.001188 36:0.031227 37:0.016598 38:4.767533 39:0.334727 40:-0.287871 41:0.526385 42:0.194444 
69.505882 1:0.370999 2:0.239103 3:0.200000 4:-0.013227 5:0.136709 6:0.100499 7:0.200000 8:-0.008227 9:0.132660 10:0.109848 11:0.200000 12:-0.043905 13:0.152624 14:0.046511 15:0.200000 16:-0.043335 17:0.153933 18:0.048227 19:0.517997 20:0.336460 21:0.245000 22:0.015114 23:0.118862 24:0.153798 25:0.249000 26:0.029864 27:0.110747 28:0.180515 29:0.237000 30:-0.007217 31:0.115749 32:0.100332 33:0.238000 34:-0.011315 35:0.125110 36:0.100545 37:0.015609 38:4.945287 39:0.280674 40:-0.308521 41:0.546056 42:0.272222 
89.796120 1:0.200000 2:0.021426 3:0.200000 4:0.007373 5:0.000254 6:0.002055 7:0.200000 8:0.008032 9:0.000230 10:0.002226 11:0.200000 12:0.006742 13:0.000232 14:0.001772 15:0.200000 16:0.006804 17:0.000235 18:0.001801 19:0.218000 20:0.049428 21:0.200000 22:0.022379 23:0.000124 24:0.010065 25:0.200000 26:0.023359 27:0.000111 28:0.010747 29:0.200000 30:0.019634 31:0.000124 32:0.007988 33:0.200000 34:0.019648 35:0.000138 36:0.008113 37:0.014300 38:4.724470 39:0.285287 40:-0.298343 41:0.545400 42:0.194444 
8.049363 1:0.544996 2:0.359037 3:0.260000 4:0.047426 5:0.101879 6:0.210758 7:0.261000 8:0.022387 9:0.140281 10:0.193888 11:0.255000 12:-0.047968 13:0.185032 14:0.081707 15:0.254000 16:-0.033863 17:0.166037 18:0.093141 19:0.646995 20:0.448367 21:0.298999 22:-0.003694 23:0.248338 24:0.238900 25:0.301999 26:0.001648 27:0.267570 28:0.271964 29:0.301999 30:-0.087609 31:0.305881 32:0.107749 33:0.298999 34:-0.070817 35:0.287058 36:0.124238 37:0.014120 38:4.753576 39:0.306333 40:-0.305811 41:0.419116 42:0.133333 
97.876289 1:0.214000 2:0.022316 3:0.200000 4:-0.000576 5:0.000835 6:0.000708 7:0.200000 8:-0.000104 9:0.000707 10:0.000685 11:0.200000 12:-0.000456 13:0.000667 14:0.000576 15:0.200000 16:-0.000362 17:0.000652 18:0.000580 19:0.200000 20:0.018340 21:0.200000 22:0.005127 23:0.000361 24:0.001555 25:0.200000 26:0.004671 27:0.000340 28:0.001374 29:0.200000 30:0.003424 31:0.000320 32:0.000994 33:0.200000 34:0.003687 35:0.000315 36:0.001053 37:0.009900 38:0.836416 39:0.010391 40:-0.681282 41:0.961113 42:0.033333 
22.841370 1:0.436998 2:0.285161 3:0.212000 4:0.029249 5:0.064355 6:0.131021 7:0.216000 8:0.035385 9:0.063849 10:0.144960 11:0.208000 12:-0.014762 13:0.107812 14:0.074193 15:0.207000 16:-0.013980 17:0.106793 18:0.074788 19:0.530997 20:0.389964 21:0.249000 22:-0.013996 23:0.190220 24:0.154439 25:0.250000 26:0.008681 27:0.178605 28:0.201847 29:0.247000 30:-0.028865 31:0.199886 32:0.127680 33:0.246000 34:-0.023620 35:0.193659 36:0.134175 37:0.017349 38:4.249516 39:0.405633 40:-0.033357 41:0.681519 42:0.172222 
36.836807 1:0.455997 2:0.308637 3:0.217000 4:0.024780 5:0.087932 6:0.148770 7:0.221000 8:0.029379 9:0.088671 10:0.160983 11:0.214000 12:-0.020623 13:0.116002 14:0.070286 15:0.213000 16:-0.020525 17:0.116022 18:0.070262 19:0.582996 20:0.431797 21:0.269000 22:-0.014280 23:0.218688 24:0.182249 25:0.271000 26:0.007258 27:0.206367 28:0.225467 29:0.268000 30:-0.031903 31:0.227263 32:0.148523 33:0.268000 34:-0.027049 35:0.220689 36:0.153929 37:0.016345 38:4.270149 39:0.387166 40:-0.027384 41:0.664711 42:0.166667 
11.021255 1:0.446998 2:0.290743 3:0.215000 4:0.031261 5:0.063732 6:0.134114 7:0.220000 8:0.036938 9:0.064341 10:0.147781 11:0.211000 12:-0.014587 13:0.109217 14:0.076264 15:0.211000 16:-0.013464 17:0.107478 18:0.077117 19:0.538996 20:0.394988 21:0.252000 22:-0.013269 23:0.191007 24:0.157319 25:0.253000 26:0.009234 27:0.179694 28:0.204222 29:0.251000 30:-0.029897 31:0.203186 32:0.129127 33:0.249000 34:-0.023769 35:0.197215 36:0.137492 37:0.017536 38:4.245411 39:0.403335 40:-0.037707 41:0.677775 42:0.172222 
10.886886 1:0.449998 2:0.291653 3:0.216000 4:0.032403 5:0.062561 6:0.134969 7:0.221000 8:0.036793 9:0.064828 10:0.147584 11:0.212000 12:-0.014326 13:0.108503 14:0.076374 15:0.211000 16:-0.012936 17:0.106363 18:0.077263 19:0.541996 20:0.396453 21:0.253000 22:-0.012077 23:0.189232 24:0.158706 25:0.253000 26:0.009416 27:0.179640 28:0.204664 29:0.252000 30:-0.029043 31:0.202505 32:0.130726 33:0.250000 34:-0.023850 35:0.197260 36:0.137570 37:0.017018 38:4.244160 39:0.393194 40:-0.036624 41:0.678398 42:0.172222 
97.930054 1:0.256000 2:0.114978 3:0.200000 4:0.041580 5:0.004601 6:0.054554 7:0.200000 8:0.033203 9:0.005929 10:0.043827 11:0.200000 12:0.012978 13:0.009578 14:0.022379 15:0.200000 16:0.013099 17:0.009417 18:0.022278 19:0.270000 20:0.171684 21:0.200000 22:0.005197 23:0.069245 24:0.080576 25:0.200000 26:-0.010885 27:0.082023 28:0.059053 29:0.200000 30:-0.029768 31:0.090568 32:0.033229 33:0.200000 34:-0.030936 35:0.091835 36:0.032302 37:0.009948 38:2.287530 39:0.436739 40:0.084287 41:0.608144 42:0.011111 
46.613976 1:0.448998 2:0.296272 3:0.221000 4:0.048817 5:0.054907 6:0.165012 7:0.212000 8:0.017541 9:0.076642 10:0.116816 11:0.212000 12:-0.007047 13:0.085117 14:0.070575 15:0.211000 16:-0.006551 17:0.083542 18:0.070034 19:0.577996 20:0.416104 21:0.271000 22:0.038675 23:0.139867 24:0.233797 25:0.266000 26:-0.020067 27:0.204297 28:0.155330 29:0.265000 30:-0.018024 31:0.195688 32:0.152252 33:0.265000 34:-0.027768 35:0.208331 36:0.141418 37:0.015996 38:4.356334 39:0.392394 40:-0.011261 41:0.411451 42:0.083333 
45.771721 1:0.431998 2:0.263275 3:0.216000 4:0.060180 5:0.025661 6:0.142861 7:0.207000 8:0.034000 9:0.036262 10:0.102466 11:0.205000 12:0.010431 13:0.044592 14:0.063225 15:0.205000 16:0.010890 17:0.043306 18:0.062574 19:0.562996 20:0.395101 21:0.265000 22:0.047085 23:0.114832 24:0.225779 25:0.260000 26:-0.015856 27:0.181841 28:0.144138 29:0.257000 30:-0.012401 31:0.174927 32:0.145336 33:0.259000 34:-0.025229 35:0.190727 36:0.131053 37:0.011175 38:4.139328 39:0.284266 40:-0.139500 41:0.512878 42:0.100000 
57.012112 1:0.517997 2:0.367679 3:0.256000 4:0.068932 5:0.079625 6:0.238855 7:0.242000 8:0.012465 9:0.131531 10:0.161837 11:0.241000 12:-0.029080 13:0.159832 14:0.094217 15:0.240000 16:-0.028841 17:0.159073 18:0.093849 19:0.629995 20:0.462975 21:0.291000 22:0.031252 23:0.188004 24:0.266718 25:0.287000 26:-0.044410 27:0.278090 28:0.166569 29:0.286000 30:-0.025164 31:0.241561 32:0.179542 33:0.287000 34:-0.033320 35:0.253234 36:0.171214 37:0.011822 38:4.180395 39:0.301712 40:-0.129747 41:0.546252 42:0.116667 
6.827347 1:0.474997 2:0.306187 3:0.235000 4:0.064134 5:0.044740 6:0.178089 7:0.225000 8:0.013659 9:0.086937 10:0.116929 11:0.223000 12:-0.010655 13:0.105794 14:0.083024 15:0.222000 16:-0.013977 17:0.109390 18:0.079404 19:0.578996 20:0.414892 21:0.272000 22:0.033101 23:0.150841 24:0.232133 25:0.269000 26:-0.037201 27:0.230326 28:0.139729 29:0.267000 30:-0.018580 31:0.202053 32:0.156909 33:0.268000 34:-0.032133 35:0.217319 36:0.140011 37:0.011542 38:4.071807 39:0.287901 40:-0.143031 41:0.577614 42:0.116667 
48.853210 1:0.305999 2:0.141964 3:0.200000 4:0.042770 5:0.004650 6:0.056966 7:0.200000 8:0.040012 9:0.005025 10:0.053074 11:0.200000 12:0.020278 13:0.008266 14:0.029498 15:0.200000 16:0.019729 17:0.008398 18:0.028996 19:0.413998 20:0.266041 21:0.201000 22:0.014957 23:0.078204 24:0.114842 25:0.202000 26:0.005049 27:0.097752 28:0.110569 29:0.200000 30:-0.002907 31:0.087449 32:0.080729 33:0.200000 34:-0.007841 35:0.095688 36:0.077328 37:0.013437 38:3.753547 39:0.427297 40:-0.453088 41:0.522344 42:0.061111 
41.631702 1:0.362999 2:0.207252 3:0.200000 4:0.042821 5:0.018941 6:0.095059 7:0.200000 8:0.030097 9:0.029259 10:0.084694 11:0.200000 12:0.004690 13:0.037642 14:0.045246 15:0.200000 16:0.002624 17:0.039706 18:0.043984 19:0.471997 20:0.332094 21:0.225000 22:0.003644 23:0.134651 24:0.144030 25:0.226000 26:-0.004689 27:0.150097 28:0.137892 29:0.222000 30:-0.012537 31:0.149522 32:0.117490 33:0.222000 34:-0.016267 35:0.153291 36:0.111922 37:0.013809 38:3.799255 39:0.440798 40:-0.446294 41:0.508776 42:0.061111 
24.486864 1:0.405998 2:0.256435 3:0.200000 4:0.029280 5:0.052590 6:0.119741 7:0.200000 8:0.020835 9:0.063385 10:0.112102 11:0.200000 12:-0.008945 13:0.087206 14:0.067419 15:0.200000 16:-0.015096 17:0.095103 18:0.061610 19:0.489997 20:0.351720 21:0.232000 22:-0.007476 23:0.163335 24:0.143835 25:0.234000 26:-0.007404 27:0.167120 28:0.147753 29:0.231000 30:-0.017645 31:0.170005 32:0.124807 33:0.231000 34:-0.022259 35:0.178812 36:0.121374 37:0.013612 38:3.761462 39:0.432656 40:-0.448810 41:0.530266 42:0.061111 
